 Obs_ID ,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33, default 
 92.00 ," 11,164.72 "," 2,511.22 "," 22,175.11 ", (0.04), 0.08 , 1.33 , 4.22 , 0.96 , 4.61 , 1.45 , 0.01 , 1.72 , 1.49 ," 4,543.96 ", 4.35 ," 6,043.15 ", 0.64 , 1.38 , 73.12 , 2.61 , -   , 0.13 , -   , 0.11 , 1.49 , 8.91 , 9.17 , 11.33 , 12.73 , (0.38), (1.09), (0.02), 0.01 , -   
 93.00 ," 27,644.75 "," 1,240.44 "," 17,009.61 ", (0.12), (0.03), 0.68 , 0.60 , 0.65 , 0.72 , 0.91 , (0.22), 0.77 , 0.89 , 669.86 , (22.90)," (3,342.85)", (0.12), 32.87 , 5.80 , 0.24 , -   , 0.21 , -   , -   , -   , (0.84), (0.08), 0.14 , 0.14 , 1.51 , 8.30 , 1.26 , 0.00 , -   
 95.00 ," 51,997.03 "," 1,400.89 "," 84,528.75 ", 0.06 , 0.03 , 0.13 , 0.34 , 0.56 , 0.48 , 0.25 , (0.05), 0.67 , 0.19 ," (8,913.97)", 1.91 ," (18,243.22)", (0.31), 90.65 , 1.92 , 0.85 , 25.16 , 0.36 , 0.01 , -   , (0.19), (0.18), (0.54), (0.25), (0.25), 0.21 , 2.65 , (0.44), 0.01 , -   
 96.00 ," 195,409.51 "," 83,833.46 "," 111,009.38 ", 0.00 , 0.09 , 0.13 , 0.54 , 0.19 , 0.61 , 0.25 , (0.08), 0.81 , 0.19 ," 4,936.23 ", 4.44 ," 7,022.21 ", (0.29), 188.03 , 0.55 , 0.59 , 39.16 , 0.57 , 0.52 , 9.27 , 3.44 , (0.84), 0.23 , 0.46 , 0.48 , 1.98 , 18.65 , 1.06 , 0.04 , -   
 97.00 ," 5,965.58 ", 32.43 ," 6,418.44 ", 0.25 , 0.10 , 1.28 , 1.28 , 0.68 , 1.50 , 1.72 , 0.37 , 2.12 , 1.57 ," (1,289.10)", (22.90)," (6,930.84)", 0.24 , 1.48 , 20.03 , 1.00 , -   , -   , 0.24 , 0.52 , 1.70 , 0.20 , 68.85 , 104.50 , 101.35 , 2.46 , 23.38 , 1.79 , 0.00 , -   
 98.00 ," 18,203.82 "," 7,968.24 "," 18,015.93 ", (0.39), (0.06), 0.81 , 1.69 , 0.67 , 1.83 , 1.09 , (0.64), 1.11 , 0.94 , 443.69 , 3.57 ," 2,148.49 ", 0.30 , 4.55 , 6.78 , 0.95 , 7.89 , 0.35 , 0.05 , 4.73 , -   , (0.84), 0.07 , 0.18 , 0.18 , (0.47), (0.17), 0.15 , 0.01 , -   
 101.00 ," 8,201.51 "," 1,159.92 "," 9,618.00 ", 0.02 , 0.04 , 0.61 , 1.62 , 0.98 , 2.82 , 1.21 , 0.07 , 7.01 , 0.82 ," 45,147.42 ", 2.94 ," 27,048.89 ", 0.64 , 6.09 , 256.30 , 1.71 , -   , 0.00 , -   , 0.65 , 0.95 , 2.11 , 1.07 , 6.99 , 7.54 , 0.99 , 4.78 , 0.43 , 0.00 , -   
 102.00 ," 6,999.03 "," 5,379.23 "," 15,441.57 ", 0.21 , 0.08 , 2.41 , 3.94 , 0.98 , 4.61 , 3.58 , 0.54 , 7.01 , 2.83 ," 10,823.54 ", 3.22 ," 12,040.44 ", 0.66 , 7.64 , 178.05 , 1.88 , -   , -   , -   , -   , 0.59 , 6.45 , 0.28 , 0.24 , 0.24 , 3.07 , 11.52 , 0.73 , 0.01 , 1.00 
 103.00 ," 75,186.61 "," 3,663.16 "," 70,006.35 ", 0.07 , (0.01), 0.47 , 0.43 , 0.95 , 0.71 , 0.66 , 0.03 , 0.84 , 0.73 ," 1,611.42 ", 1.95 , 970.09 , (0.03), 11.14 , 71.92 , 1.45 , -   , 0.57 , 0.39 , -   , -   , 0.06 , 0.05 , 0.18 , 0.17 , 1.70 , 5.96 , 7.41 , 0.03 , -   
 104.00 ," 48,640.74 "," 24,873.93 "," 25,699.57 ", 0.13 , 0.07 , 1.19 , 0.87 , 0.37 , 1.04 , 1.25 , 0.24 , 1.40 , 1.43 ," 14,233.39 ", (20.13)," 5,243.51 ", 0.03 , 8.36 , 0.55 , 0.34 , -   , 0.27 , 0.40 , 0.45 , 1.78 , 0.78 , 1.14 , 14.92 , 11.12 , 8.58 , 36.84 , 29.44 , 0.06 , -   
 105.00 ," 3,767.17 "," 1,544.01 "," 17,528.79 ", 0.20 , (0.08), 0.80 , 1.22 , 0.88 , 1.41 , 0.99 , 0.87 , 1.77 , 1.05 ," 6,455.99 ", 17.37 ," 7,190.39 ", 0.25 , 5.83 , 256.30 , 3.08 , 30.39 , 0.09 , -   , (0.54), -   , 0.17 , (0.54), (0.25), (0.25), (3.75), (20.06), (1.70), 0.00 , -   
 106.00 ," 17,636.83 "," 83,781.53 "," 30,779.04 ", 1.44 , 0.31 , 3.21 , 4.22 , 0.70 , 4.61 , 2.67 , 1.65 , 7.01 , 2.52 ," 13,726.12 ", 6.79 ," 12,228.21 ", 0.66 , 0.93 , 2.41 , 1.93 , -   , -   , -   , -   , 0.32 , 41.60 , 91.00 , 104.50 , 101.35 , 158.61 , 223.84 , 10.09 , -   , -   
 109.00 ," 287,077.27 "," 43,353.01 "," 151,878.56 ", 0.09 , 0.03 , 0.59 , 0.93 , 0.57 , 1.11 , 0.73 , 0.26 , 2.07 , 0.66 ," 61,458.03 ", 1.08 ," 23,344.68 ", 0.16 , 14.78 , 11.87 , 0.70 , 139.25 , 0.28 , -   , 1.10 , -   , 0.44 , (0.54), (0.25), (0.25), (0.47), 4.41 , 0.91 , 0.03 , -   
 110.00 ," 2,829.55 ", 32.43 ," 1,612.70 ", 4.99 , 0.06 , 0.71 , 1.28 , 0.71 , 0.99 , 0.54 , 1.65 , 2.10 , 0.70 , 630.76 , 3.43 ," (18,243.22)", 0.00 , 65.78 , 19.61 , 0.78 , -   , -   , -   , 9.27 , -   , 2.14 , 55.64 , 60.44 , 60.15 , 19.12 , 68.09 , 9.57 , 0.04 , -   
 111.00 ," 30,778.38 "," 5,417.40 "," 62,485.81 ", (0.08), 0.00 , 2.39 , 2.62 , 0.83 , 3.58 , 2.90 , (0.48), 3.15 , 3.44 ," 19,954.95 ", 2.36 ," 19,290.84 ", 0.60 , 1.81 , 8.36 , 0.85 , 22.63 , 0.57 , 0.52 , 0.12 , 0.80 , (0.84), 0.14 , 0.29 , 0.28 , 2.86 , 9.54 , 0.35 , 0.02 , -   
 114.00 ," 384,939.62 "," 160,271.28 "," 300,594.10 ", (0.06), 0.18 , 1.14 , 2.08 , 0.89 , 2.15 , 1.14 , 0.00 , 1.99 , 0.97 ," 61,458.03 ", (5.73)," 36,519.20 ", 0.48 , 25.96 , 1.09 , 0.45 , 263.02 , 0.57 , 0.52 , 6.61 , 0.04 , 41.60 , 0.61 , 0.45 , 0.44 , 0.33 , 0.30 , (0.15), 0.07 , -   
 115.00 ," 10,209.77 "," 1,348.39 "," 11,245.84 ", 0.13 , 0.09 , 0.64 , 1.03 , 0.87 , 1.16 , 0.74 , 0.34 , 1.26 , 0.60 , 753.60 , 4.36 , (628.60), 0.27 , 31.77 , 7.31 , 0.58 , 182.41 , 0.16 , 0.05 , 0.69 , 2.57 , 4.36 , 0.39 , 0.40 , 0.41 , 12.15 , 68.99 , 2.20 , 0.04 , -   
 116.00 ," 114,307.53 "," 30,031.46 "," 41,665.18 ", (0.28), 0.13 , 0.66 , 1.04 , 0.58 , 0.99 , 0.61 , (0.64), 1.49 , 0.57 ," 54,611.74 ", 2.47 ," 17,059.71 ", (0.03), 15.23 , 2.36 , 0.24 , -   , 0.34 , 0.31 , -   , (1.39), 1.92 , 0.39 , 0.75 , 0.82 , (2.04), 1.53 , (0.26), 0.01 , -   
 117.00 ," 159,580.10 "," 27,314.97 "," 41,542.31 ", 0.58 , 0.11 , 0.13 , 0.34 , 0.20 , 0.48 , 0.28 , 1.53 , 0.69 , 0.19 , 713.85 , 2.23 ," (1,248.83)", (0.31), 36.58 , 1.19 , 0.43 , -   , 0.29 , 0.02 , 2.47 , 5.38 , 1.29 , 0.46 , 2.24 , 2.74 , 66.98 , 223.84 , 44.37 , 0.00 , -   
 118.00 ," 16,658.57 "," 10,074.72 "," 7,367.87 ", 0.22 , 0.01 , 0.36 , 0.34 , 0.26 , 0.69 , 0.72 , 0.20 , 1.07 , 0.56 , 734.20 , 6.43 ," 2,280.51 ", (0.31), 51.85 , 1.93 , 0.41 , -   , 0.35 , 0.17 , 1.95 , 5.38 , 0.41 , 0.10 , 0.21 , 0.20 , 2.50 , 17.95 , 0.49 , 0.03 , -   
 119.00 ," 22,255.85 "," 5,148.81 "," 8,030.33 ", 0.15 , (0.08), 0.43 , 0.61 , 0.50 , 0.73 , 0.68 , 0.34 , 0.93 , 0.57 ," (8,913.97)", 1.68 ," (18,243.22)", (0.10), 4.72 , 17.12 , 0.24 , 82.23 , 0.06 , 0.00 , -   , 0.03 , (0.84), (0.03), 0.13 , 0.11 , 5.47 , 16.35 , 1.16 , 0.01 , -   
 120.00 ," 14,106.07 ", 32.43 ," 6,026.50 ", 0.25 , 0.03 , 0.27 , 0.74 , 0.55 , 0.91 , 0.51 , 0.42 , 1.52 , 0.49 , 630.46 , (5.87)," (18,243.22)", (0.07), 82.26 , 14.01 , 0.39 , 42.66 , 0.02 , -   , -   , -   , 0.35 , 0.28 , 0.62 , 0.64 , 2.68 , 3.44 , 0.65 , 0.06 , -   
 121.00 ," 11,029.09 ", 321.87 ," 22,259.58 ", 0.19 , 0.10 , 0.80 , 0.97 , 0.95 , 0.85 , 0.72 , 0.50 , 0.87 , 0.66 ," (8,913.97)", 2.57 ," (18,243.22)", 0.02 , 7.43 , 35.78 , 2.91 , 42.47 , 0.40 , -   , 1.95 , 1.72 , 16.81 , 0.18 , 0.31 , 0.36 , (1.01), 0.34 , (0.05), 0.01 , -   
 122.00 ," 62,657.83 "," 9,745.79 "," 39,409.38 ", (0.01), 0.01 , 0.73 , 0.60 , 0.67 , 0.81 , 0.72 , (0.26), 1.68 , 0.82 ," (1,336.26)", (22.90)," (18,243.22)", (0.05), 3.78 , 14.46 , 0.80 , -   , 0.34 , -   , -   , (3.96), 2.28 , 0.19 , 0.22 , 0.24 , 1.62 , 9.75 , 0.45 , 0.01 , -   
 123.00 ," 285,511.22 "," 50,519.66 "," 300,594.10 ", 0.44 , 0.19 , 0.92 , 1.14 , 0.34 , 1.28 , 1.10 , 0.90 , 1.33 , 0.96 ," 12,172.55 ", 4.66 ," 5,890.01 ", 0.10 , 79.34 , 3.26 , 1.40 , 125.83 , 0.40 , 0.52 , 9.27 , 0.48 , 15.23 , 2.61 , 4.33 , 3.89 , 0.34 , 1.15 , 0.67 , 0.03 , -   
 125.00 ," 27,730.07 "," 6,879.32 "," 21,751.60 ", 0.13 , 0.04 , 1.18 , 0.93 , 0.46 , 1.01 , 1.25 , 0.23 , 1.60 , 1.35 ," 1,145.54 ", (7.65)," (5,961.60)", (0.01), 4.78 , 3.80 , 1.07 , -   , 0.21 , 0.48 , -   , -   , (0.19), 0.66 , 1.63 , 1.78 , 1.31 , 5.95 , 10.26 , 0.02 , -   
 127.00 ," 28,469.58 ", 637.99 ," 17,532.57 ", (0.20), (0.08), 0.69 , 1.06 , 0.83 , 0.73 , 0.40 , (0.64), 1.09 , 0.63 ," 11,626.92 ", (22.90), 280.63 , (0.25), 71.57 , 16.82 , 0.24 , 117.74 , 0.23 , -   , -   , (2.32), 0.03 , (0.54), (0.25), (0.25), (3.25), (4.45), (1.70), 0.02 , -   
 129.00 ," 9,763.05 "," 5,136.66 "," 17,980.98 ", 0.13 , 0.05 , 1.09 , 1.50 , 0.88 , 1.91 , 1.62 , 0.23 , 1.75 , 1.47 ," 3,026.35 ", 6.91 ," 6,750.37 ", 0.43 , 5.29 , 136.14 , 1.64 , -   , -   , -   , (0.54), -   , 1.88 , 0.46 , 0.66 , 0.69 , 4.51 , 1.80 , 0.49 , 0.00 , -   
 131.00 ," 384,939.62 "," 33,176.08 "," 300,594.10 ", 0.35 , 0.15 , 0.17 , 0.34 , 0.19 , 0.48 , 0.25 , 0.53 , 0.67 , 0.19 , (379.92), 0.91 ," (18,243.22)", (0.31), 7.22 , 0.59 , 1.01 , -   , 0.13 , 0.07 , 0.11 , -   , 2.30 , 8.00 , 16.15 , 15.62 , 1.98 , 11.43 , 0.56 , 0.03 , -   
 132.00 ," 384,939.62 "," 160,271.28 "," 69,894.46 ", (0.23), (0.08), 0.18 , 0.34 , 0.19 , 0.48 , 0.45 , (0.40), 0.77 , 0.44 ," 3,271.10 ", (8.52), (638.89), (0.31), 99.25 , 0.93 , 0.24 , -   , 0.57 , 0.48 , 2.75 , 0.35 , 0.09 , 0.01 , 0.05 , 0.02 , (1.07), 1.13 , (0.19), 0.03 , -   
 134.00 ," 100,090.74 "," 39,305.80 "," 102,322.28 ", 0.02 , 0.10 , 1.24 , 0.93 , 0.69 , 1.26 , 1.30 , (0.03), 1.53 , 1.13 ," 16,651.47 ", 0.66 ," 12,435.90 ", 0.13 , 5.75 , 4.99 , 1.19 , -   , 0.29 , 0.14 , -   , 0.04 , 1.80 , 0.89 , 6.41 , 5.34 , 11.72 , 30.25 , 1.22 , 0.01 , -   
 135.00 ," 384,939.62 "," 160,271.28 "," 300,594.10 ", 0.03 , 0.00 , 0.63 , 0.99 , 0.31 , 0.76 , 0.57 , 0.12 , 1.27 , 0.63 ," 61,458.03 ", 3.19 ," 7,734.60 ", (0.21), 188.03 , 6.46 , 0.40 , 34.49 , 0.26 , -   , 9.27 , -   , 0.07 , (0.25), 0.09 , 0.11 , 0.65 , 5.39 , 0.45 , 0.01 , -   
 136.00 ," 4,854.24 "," 27,147.24 "," 8,288.58 ", 0.20 , 0.06 , 2.46 , 2.57 , 0.91 , 4.11 , 3.58 , 0.72 , 2.34 , 3.34 ," 3,003.74 ", (0.40)," 14,829.93 ", 0.54 , 2.73 , 14.29 , 1.00 , -   , -   , -   , 1.38 , -   , 1.08 , 0.95 , 0.98 , 0.85 , 10.39 , 6.97 , 0.60 , 0.01 , -   
 137.00 ," 22,403.98 "," 10,894.86 "," 11,372.36 ", 0.31 , 0.07 , 1.69 , 1.81 , 0.77 , 1.87 , 1.62 , 1.52 , 2.43 , 1.93 ," 4,163.75 ", 1.90 ," 2,142.27 ", 0.43 , 2.96 , 216.90 , 0.60 , -   , -   , -   , (0.54), -   , 1.69 , 1.05 , 2.24 , 2.46 , 48.18 , 36.12 , 1.34 , 0.00 , -   
 138.00 ," 44,159.68 "," 8,011.83 "," 13,379.14 ", (0.16), (0.00), 0.96 , 1.90 , 0.33 , 2.28 , 1.30 , (0.29), 1.60 , 1.40 ," 4,064.02 ", 1.81 ," 8,640.54 ", 0.22 , 2.43 , 0.55 , 0.31 , -   , 0.04 , 0.09 , (0.54), (0.56), (0.03), 0.18 , 0.52 , 0.47 , 0.68 , 1.06 , 0.56 , 0.04 , -   
 139.00 ," 13,210.54 "," 8,666.68 "," 28,107.11 ", (0.40), 0.11 , 1.91 , 3.70 , 0.91 , 4.61 , 2.68 , (0.64), 7.01 , 2.15 ," 45,125.01 ", 1.89 ," 27,568.04 ", 0.60 , 3.43 , 20.56 , 1.85 , 37.39 , -   , -   , (0.54), (4.38), 3.95 , 0.78 , 0.91 , 0.94 , 1.06 , (6.36), (0.06), -   , -   
 140.00 ," 89,288.55 "," 16,648.72 "," 68,322.98 ", 0.24 , (0.08), 0.13 , 0.82 , 0.26 , 0.71 , 0.25 , 0.52 , 0.71 , 0.19 , 968.39 , 3.02 , 786.39 , (0.13), 51.59 , 1.54 , 1.10 , 32.34 , 0.45 , 0.14 , -   , 2.30 , (0.84), (0.54), (0.13), (0.13), 2.26 , 2.33 , 0.23 , 0.02 , -   
 141.00 ," 15,872.60 "," 2,512.39 "," 54,978.43 ", 0.23 , (0.00), 0.13 , 0.34 , 0.81 , 0.48 , 0.26 , 0.43 , 0.87 , 0.19 ," 1,119.75 ", 1.06 ," (2,202.27)", (0.31), 25.87 , 254.90 , 2.26 , 51.21 , 0.48 , -   , -   , 5.38 , 2.85 , 0.10 , 0.11 , 0.11 , 2.26 , 5.70 , 0.17 , 0.02 , -   
 143.00 ," 26,002.62 "," 15,409.71 "," 57,219.70 ", 0.09 , 0.16 , 0.35 , 0.34 , 0.41 , 0.64 , 0.72 , 0.31 , 1.16 , 0.56 ," 3,003.15 ", 5.86 ," (3,013.43)", (0.05), 9.73 , 1.11 , 1.94 , 4.68 , 0.05 , 0.12 , 0.88 , 0.00 , 5.09 , 0.29 , 0.69 , 0.75 , 37.60 , 33.64 , 1.09 , 0.02 , -   
 144.00 ," 384,939.62 "," 160,271.28 "," 300,594.10 ", 0.42 , 0.02 , 0.93 , 1.34 , 0.19 , 1.33 , 1.05 , 0.92 , 1.37 , 1.06 ," 54,828.25 ", 7.75 ," 34,482.77 ", (0.08), 26.56 , 0.55 , 0.54 , -   , 0.33 , 0.52 , 2.91 , 0.97 , (0.84), 0.27 , 0.46 , 0.51 , 7.94 , 32.04 , 3.35 , 0.02 , -   
 145.00 ," 17,682.68 "," 7,250.20 "," 12,908.42 ", 0.10 , (0.08), 0.95 , 0.72 , 0.26 , 1.15 , 1.49 , 0.44 , 1.68 , 1.34 ," (1,479.44)", (0.91)," (17,420.17)", (0.03), 18.76 , 2.67 , 0.95 , -   , -   , 0.09 , -   , -   , (0.84), 0.14 , 0.72 , 0.66 , 1.05 , (0.78), 1.41 , 0.03 , -   
 146.00 ," 5,377.88 ", 239.45 ," 22,944.01 ", (0.10), 0.04 , 1.08 , 0.87 , 0.97 , 1.60 , 1.82 , (0.42), 1.38 , 1.50 ," 4,236.62 ", 6.85 ," 6,776.19 ", 0.32 , 31.11 , 59.68 , 3.08 , -   , 0.04 , -   , 0.20 , -   , 1.24 , 2.89 , 10.54 , 11.10 , 0.50 , 2.78 , 0.96 , 0.00 , -   
 147.00 ," 18,849.95 "," 7,632.14 "," 6,201.66 ", 0.24 , 0.01 , 1.48 , 1.72 , 0.79 , 1.25 , 1.01 , 0.50 , 1.38 , 1.39 ," 3,077.12 ", 17.45 ," 3,647.83 ", 0.18 , 9.10 , 27.39 , 0.61 , 55.77 , 0.37 , -   , -   , 5.38 , 7.36 , (0.39), (0.25), (0.25), 0.28 , (0.31), (0.33), 0.07 , -   
 148.00 ," 8,520.31 "," 4,185.60 "," 6,809.10 ", 0.05 , 0.02 , 2.77 , 2.36 , 0.90 , 4.61 , 3.58 , (0.09), 3.29 , 2.59 ," 3,636.88 ", 1.66 ," 17,719.45 ", 0.63 , 0.93 , 49.35 , 1.19 , -   , -   , -   , -   , (0.30), 0.75 , 0.46 , 0.89 , 0.78 , 2.08 , 12.35 , 1.28 , 0.00 , -   
 150.00 ," 186,558.61 "," 43,451.51 "," 144,325.24 ", 0.19 , 0.03 , 0.67 , 0.51 , 0.19 , 0.54 , 0.83 , 0.44 , 0.80 , 0.75 ," 1,139.72 ", 3.59 ," (5,383.45)", (0.25), 78.71 , 4.60 , 1.18 , -   , 0.32 , 0.52 , 0.83 , -   , (0.84), 0.17 , 0.22 , 0.25 , (2.72), (3.17), 0.03 , 0.01 , -   
 151.00 ," 16,324.60 "," 7,169.66 "," 21,157.70 ", 0.08 , 0.01 , 0.79 , 1.87 , 0.85 , 2.38 , 1.16 , 0.17 , 7.01 , 0.87 ," 29,976.30 ", 3.62 ," 11,130.19 ", 0.40 , 28.88 , 12.09 , 1.41 , -   , 0.08 , 0.03 , -   , -   , (0.84), 0.23 , 0.29 , 0.26 , (3.34), 0.50 , 0.29 , 0.02 , -   
 152.00 ," 72,461.24 "," 40,061.66 "," 113,036.73 ", 0.31 , 0.07 , 0.64 , 1.10 , 0.19 , 1.53 , 0.86 , 1.48 , 1.64 , 0.44 ," 2,751.99 ", 4.57 ," 6,228.44 ", 0.23 , 100.12 , 2.08 , 0.82 , -   , 0.40 , 0.50 , 0.46 , 2.14 , 0.81 , 0.61 , 3.19 , 2.66 , 6.44 , 51.17 , 1.74 , 0.01 , -   
 153.00 ," 10,598.39 ", 32.43 ," 48,258.60 ", 0.00 , 0.08 , 0.36 , 0.61 , 0.69 , 0.76 , 0.53 , (0.24), 0.75 , 0.56 ," (8,913.97)", 4.09 ," (18,243.22)", 0.01 , 55.58 , 59.73 , 1.96 , 125.49 , 0.57 , 0.20 , 0.38 , -   , 0.49 , 0.47 , 0.78 , 0.84 , 1.05 , (1.02), 0.15 , 0.03 , -   
 154.00 ," 210,723.43 "," 20,003.29 "," 144,672.60 ", 0.39 , 0.06 , 0.33 , 0.62 , 0.85 , 0.75 , 0.40 , 0.41 , 1.69 , 0.47 ," 54,410.82 ", 10.66 ," 13,238.66 ", (0.10), 71.43 , 6.13 , 1.10 , 82.77 , 0.57 , 0.03 , 2.46 , 0.07 , 0.76 , 0.18 , 0.55 , 0.61 , 0.35 , 2.21 , 0.28 , 0.02 , 1.00 
 155.00 ," 44,168.80 "," 5,427.91 "," 39,211.07 ", 0.25 , 0.04 , 1.45 , 0.93 , 0.65 , 1.33 , 2.05 , 0.33 , 2.00 , 1.61 ," 1,183.30 ", (3.49)," (9,119.49)", 0.16 , 4.86 , 114.94 , 1.05 , -   , 0.12 , 0.14 , (0.54), -   , (0.33), 0.53 , 0.84 , 0.83 , 8.00 , 9.15 , 1.15 , 0.02 , -   
 156.00 ," 190,791.76 "," 62,787.09 "," 82,037.65 ", (0.18), 0.11 , 1.12 , 1.20 , 0.94 , 2.08 , 1.71 , (0.50), 1.39 , 1.54 ," 8,449.69 ", (5.95)," 11,330.14 ", 0.54 , 9.35 , 20.97 , 0.71 , 113.95 , 0.17 , 0.16 , 5.01 , 0.88 , 1.18 , 1.03 , 1.21 , 1.26 , (1.54), (15.53), (0.42), 0.01 , -   
 158.00 ," 16,886.17 "," 5,068.20 "," 6,322.40 ", (0.14), (0.08), 0.13 , 0.34 , 0.19 , 0.53 , 0.30 , (0.16), 0.67 , 0.19 ," (8,913.97)", 2.36 ," (9,939.11)", (0.31), 73.10 , 0.55 , 0.36 , -   , 0.31 , 0.07 , 0.19 , 1.13 , (0.84), (0.54), (0.06), (0.00), (0.37), 2.74 , (0.04), 0.01 , -   
 159.00 ," 120,210.97 "," 54,667.48 "," 150,356.43 ", (0.10), 0.01 , 0.71 , 0.72 , 0.56 , 0.82 , 0.69 , (0.15), 0.94 , 0.69 ," 5,469.87 ", 1.22 ," 5,201.88 ", 0.01 , 14.31 , 9.13 , 0.89 , 4.66 , 0.21 , 0.01 , -   , -   , (0.84), 0.14 , 0.24 , 0.23 , (9.12), (1.19), (1.70), 0.01 , -   
 160.00 ," 46,121.57 "," 17,333.95 "," 48,794.75 ", (0.02), 0.06 , 0.50 , 1.00 , 0.78 , 1.83 , 1.03 , (0.07), 2.58 , 0.95 ," 61,458.03 ", 4.45 ," 53,500.36 ", 0.25 , 5.53 , 14.00 , 0.50 , -   , 0.14 , -   , 0.95 , -   , 2.05 , 0.05 , 0.22 , 0.20 , 0.31 , 3.23 , (0.90), 0.00 , -   
 164.00 ," 22,381.98 "," 6,825.57 "," 10,924.52 ", 0.01 , 0.03 , 0.56 , 0.58 , 0.56 , 0.94 , 1.03 , (0.02), 0.91 , 0.94 , 126.29 , (8.20), (302.54), (0.03), 14.95 , 3.17 , 0.88 , 107.74 , 0.26 , -   , 5.33 , -   , 1.34 , (0.00), (0.19), (0.14), (6.53), (1.18), (1.70), 0.02 , -   
 167.00 ," 86,527.59 "," 7,476.51 "," 61,952.41 ", (0.05), 0.19 , 1.48 , 1.37 , 0.91 , 1.98 , 2.70 , (0.09), 1.61 , 1.67 ," 18,846.03 ", 6.65 ," 26,346.16 ", 0.37 , 10.02 , 11.16 , 0.87 , -   , 0.13 , 0.01 , 0.16 , -   , 0.62 , 3.59 , 7.28 , 6.87 , 0.42 , 4.01 , 0.26 , 0.03 , -   
 169.00 ," 384,939.62 "," 153,252.94 "," 181,733.28 ", 0.25 , 0.03 , 0.97 , 1.13 , 0.85 , 1.58 , 1.32 , 0.55 , 1.67 , 0.99 ," 20,692.52 ", (22.90)," 13,498.02 ", 0.29 , 2.45 , 5.82 , 0.37 , -   , -   , -   , 0.51 , 5.38 , 0.90 , 0.90 , 1.28 , 1.07 , (0.19), 1.13 , 0.03 , 0.02 , -   
 170.00 ," 55,068.36 "," 12,840.52 "," 52,060.71 ", 0.53 , 0.01 , 0.90 , 0.96 , 0.89 , 1.61 , 1.58 , 1.65 , 2.06 , 1.20 ," 2,395.08 ", 4.95 ," 1,244.74 ", 0.26 , 5.74 , 227.46 , 1.19 , -   , -   , -   , -   , 0.96 , 7.09 , 0.18 , 0.67 , 0.66 , 31.41 , 157.96 , 1.83 , -   , -   
 171.00 ," 3,590.27 "," 1,087.14 "," 12,210.98 ", 0.13 , 0.05 , 0.93 , 1.79 , 0.98 , 1.80 , 1.20 , 0.21 , 7.01 , 1.12 ," 26,071.32 ", 2.06 ," 13,232.18 ", 0.39 , 12.29 , 256.30 , 2.17 , 30.06 , 0.03 , -   , -   , -   , 4.29 , 0.18 , 0.24 , 0.23 , 2.05 , 4.84 , (0.13), 0.00 , -   
 172.00 ," 384,939.62 "," 160,271.28 "," 300,594.10 ", 0.05 , 0.03 , 0.97 , 1.21 , 0.53 , 1.63 , 1.32 , 0.21 , 2.12 , 1.04 ," 61,458.03 ", 32.49 ," 53,506.47 ", 0.32 , 4.22 , 8.13 , 1.08 , -   , -   , 0.01 , 2.12 , (4.38), 0.68 , 22.95 , 55.74 , 54.72 , 6.81 , 5.69 , 5.65 , 0.01 , -   
 173.00 ," 82,178.81 "," 18,830.66 "," 29,076.35 ", 0.03 , 0.00 , 0.61 , 0.89 , 0.67 , 1.12 , 0.85 , 0.04 , 0.91 , 0.71 ," 1,155.43 ", (3.48), (636.32), 0.03 , 11.20 , 1.15 , 0.55 , -   , -   , 0.00 , -   , -   , (0.20), 0.22 , 0.54 , 0.46 , 44.29 , 86.60 , 8.85 , 0.00 , -   
 174.00 ," 21,901.78 "," 14,854.94 "," 52,165.42 ", 0.18 , 0.06 , 0.92 , 1.16 , 0.67 , 1.74 , 1.62 , 0.21 , 0.92 , 1.35 ," 3,194.24 ", 30.93 ," 8,889.78 ", 0.30 , 5.43 , 42.69 , 3.04 , 7.18 , 0.32 , 0.41 , -   , -   , 0.31 , 0.10 , 0.17 , 0.17 , 11.16 , 13.06 , 6.86 , 0.00 , -   
 176.00 ," 39,536.85 "," 11,294.24 "," 19,106.64 ", 0.30 , 0.08 , 1.16 , 1.47 , 0.43 , 1.41 , 1.20 , 1.65 , 1.61 , 1.14 ," 8,655.71 ", 3.08 ," 2,557.18 ", 0.20 , 12.25 , 17.25 , 0.87 , -   , -   , 0.11 , 9.27 , 5.38 , 2.60 , 15.69 , 29.43 , 30.79 , 147.52 , 223.84 , 44.51 , 0.00 , -   
 177.00 ," 5,182.99 "," 4,601.82 "," 17,897.80 ", 0.08 , 0.09 , 0.47 , 1.35 , 0.67 , 1.27 , 0.57 , (0.01), 1.09 , 0.38 ," 4,069.91 ", 33.50 ," 6,180.12 ", 0.18 , 85.88 , 4.92 , 2.26 , 185.37 , 0.25 , 0.13 , 0.02 , -   , 1.67 , 0.46 , 0.42 , 0.40 , 36.38 , 18.28 , 1.80 , 0.01 , -   
