 Obs_ID ,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33, default 
" 11,956.00 "," 88,730.95 "," 18,595.59 "," 131,698.62 ", 0.42 , 0.10 , 1.36 , 1.85 , 0.78 , 1.70 , 1.33 , 0.92 , 1.85 , 1.29 ," 15,740.73 ", (22.90)," 5,702.35 ", 0.32 , 20.19 , 12.85 , 1.30 , 15.35 , 0.48 , 0.09 , -   , 1.20 , 36.06 , 1.37 , 0.94 , 1.05 , 9.20 , 14.38 , 0.79 , 0.03 , -   
" 11,957.00 "," 77,833.04 "," 8,569.59 "," 55,159.99 ", 0.12 , 0.05 , 0.34 , 0.38 , 0.59 , 0.48 , 0.29 , 0.18 , 0.67 , 0.25 ," 1,745.42 ", 0.31 ," 1,729.97 ", (0.21), 4.30 , 7.92 , 1.36 , 84.89 , 0.25 , -   , -   , 1.53 , 2.04 , 0.02 , 0.02 , (0.08), 11.41 , 20.99 , 1.81 , 0.01 , -   
" 11,958.00 "," 85,669.06 "," 24,866.19 "," 13,683.00 ", 0.22 , 0.00 , 0.89 , 1.20 , 0.40 , 1.32 , 0.94 , 1.03 , 1.90 , 1.05 ," 8,177.67 ", 2.35 ," 8,358.61 ", 0.11 , 28.49 , 1.06 , 0.24 , -   , -   , -   , 0.46 , -   , 0.62 , 0.47 , 0.67 , 0.61 , 0.43 , 3.43 , 0.10 , 0.02 , -   
" 11,959.00 "," 384,565.15 "," 28,016.78 "," 113,084.33 ", 0.20 , 0.00 , 0.35 , 0.39 , 0.26 , 0.56 , 0.53 , 0.82 , 0.75 , 0.42 , (316.84), (22.90)," (18,243.22)", (0.31), 9.73 , 0.76 , 1.10 , -   , 0.57 , 0.05 , -   , 2.87 , 0.29 , 0.18 , 0.25 , 0.24 , 2.85 , 9.79 , 1.79 , 0.07 , -   
" 11,961.00 "," 8,437.05 "," 2,973.91 "," 25,852.84 ", 0.08 , 0.10 , 0.37 , 0.82 , 0.98 , 1.29 , 0.74 , 0.00 , 1.87 , 0.43 ," 10,698.53 ", 4.43 ," 7,339.46 ", 0.36 , 66.08 , 256.30 , 1.73 , 54.43 , -   , -   , 0.74 , -   , 35.58 , 6.68 , 7.39 , 6.89 , 3.05 , 4.53 , 0.98 , -   , -   
" 11,962.00 "," 52,372.36 "," 7,288.29 "," 194,796.74 ", 0.07 , 0.05 , 0.51 , 0.86 , 0.98 , 1.28 , 0.72 , 0.05 , 1.03 , 0.67 ," 5,430.06 ", 28.90 ," 4,083.24 ", 0.28 , 6.07 , 256.30 , 3.05 , 179.99 , 0.34 , -   , 0.00 , 0.11 , 3.75 , 0.32 , 0.31 , 0.29 , 3.39 , 2.22 , (0.80), 0.00 , -   
" 11,963.00 "," 77,331.62 "," 16,738.92 "," 52,849.77 ", 0.07 , 0.08 , 2.41 , 2.26 , 0.92 , 2.39 , 2.08 , (0.01), 2.06 , 2.34 ," 27,845.02 ", 2.18 ," 28,177.56 ", 0.37 , 29.49 , 24.46 , 0.58 , -   , 0.44 , -   , 0.46 , (1.15), 1.13 , 0.40 , 0.21 , 0.21 , 1.05 , 9.89 , 0.32 , 0.03 , -   
" 11,964.00 "," 52,361.02 "," 17,326.92 "," 71,072.24 ", 0.22 , 0.27 , 0.89 , 1.12 , 0.65 , 1.32 , 1.06 , 0.78 , 2.77 , 1.00 ," 39,259.82 ", 10.05 ," 20,896.09 ", 0.14 , 7.41 , 4.24 , 1.22 , -   , -   , -   , (0.33), -   , 6.99 , 27.24 , 53.51 , 59.58 , 2.61 , 2.66 , 0.17 , 0.00 , -   
" 11,965.00 "," 7,515.18 "," 4,778.69 "," 2,430.52 ", 0.03 , 0.08 , 1.19 , 2.14 , 0.98 , 1.71 , 0.88 , 0.06 , 2.00 , 1.10 ," 7,733.83 ", 3.02 ," 8,857.82 ", 0.37 , 8.44 , 44.05 , 0.85 , 49.89 , 0.30 , -   , 0.92 , (4.38), 10.29 , 0.13 , 0.18 , 0.18 , (0.04), 1.05 , (0.56), 0.04 , -   
" 11,966.00 "," 42,845.60 ", 573.84 ," 19,641.52 ", 0.41 , (0.05), 0.70 , 1.14 , 0.94 , 1.32 , 0.82 , 0.79 , 1.27 , 0.78 , 877.80 , 3.53 ," 1,266.94 ", 0.02 , 188.03 , 99.07 , 0.95 , -   , 0.46 , -   , 0.20 , 4.27 , (0.03), (0.54), (0.25), (0.25), (8.21), (0.91), (0.81), 0.01 , -   
" 11,967.00 "," 113,613.89 "," 4,531.53 "," 179,842.21 ", 1.00 , (0.03), 0.13 , 0.34 , 0.19 , 0.48 , 0.26 , 0.85 , 0.85 , 0.19 ," 3,202.11 ", 5.97 ," (10,951.53)", (0.31), 23.03 , 1.95 , 1.15 , 113.18 , 0.17 , 0.46 , 9.27 , 5.38 , 0.10 , 0.10 , 0.24 , 0.23 , 25.14 , 99.97 , 44.44 , 0.00 , -   
" 11,968.00 "," 49,734.36 "," 2,499.91 "," 12,425.56 ", 0.26 , (0.08), 0.28 , 0.34 , 0.26 , 0.48 , 0.48 , 0.85 , 0.72 , 0.48 ," (4,940.90)", (4.86)," (18,243.22)", (0.31), 11.86 , 1.07 , 0.24 , -   , 0.35 , 0.52 , 6.64 , 4.22 , (0.84), (0.54), 0.05 , 0.02 , 3.90 , 28.60 , 44.51 , 0.07 , -   
" 11,969.00 "," 11,561.51 ", 712.31 ," 10,918.38 ", (0.12), 0.03 , 0.50 , 0.41 , 0.37 , 0.54 , 0.60 , (0.17), 1.67 , 0.58 ," (7,626.32)", (0.38)," (18,243.22)", (0.31), 51.19 , 14.29 , 1.26 , -   , -   , -   , -   , -   , 0.26 , 0.68 , 0.69 , 0.66 , 0.37 , (1.04), 0.50 , 0.00 , -   
" 11,970.00 "," 84,337.57 "," 67,295.16 "," 118,014.56 ", (0.04), 0.03 , 3.21 , 4.22 , 0.92 , 4.11 , 3.18 , (0.07), 2.99 , 3.02 ," 61,458.03 ", 0.56 ," 53,506.47 ", 0.53 , 5.78 , 140.59 , 2.12 , -   , 0.16 , -   , -   , -   , 0.80 , 0.23 , 0.21 , 0.22 , (1.55), (3.41), (0.55), 0.01 , -   
" 11,971.00 "," 296,891.23 "," 108,026.30 "," 250,056.96 ", (0.02), (0.03), 0.95 , 1.36 , 0.64 , 1.49 , 1.29 , 0.01 , 2.04 , 1.29 ," 61,458.03 ", 0.95 ," 26,478.57 ", 0.15 , 11.88 , 6.95 , 0.61 , -   , 0.12 , -   , -   , (4.38), 0.73 , 0.15 , 0.42 , 0.40 , (6.97), (17.43), 0.02 , 0.02 , -   
" 11,972.00 "," 19,528.77 "," 20,598.77 "," 33,908.62 ", 0.78 , 0.17 , 0.78 , 1.16 , 0.67 , 0.85 , 0.45 , 1.65 , 1.74 , 0.56 ," 4,718.58 ", 16.96 ," 2,447.84 ", 0.02 , 42.53 , 14.12 , 1.56 , 76.87 , 0.27 , 0.22 , 0.02 , 4.73 , 4.86 , 1.40 , 0.98 , 1.17 , 15.84 , 12.40 , 1.06 , 0.03 , -   
" 11,973.00 "," 384,939.62 "," 62,755.69 "," 213,135.99 ", 0.00 , (0.08), 1.42 , 1.68 , 0.64 , 1.56 , 1.57 , (0.03), 1.61 , 1.71 ," 14,860.06 ", 1.76 ," 16,052.83 ", 0.25 , 18.94 , 3.15 , 0.64 , -   , 0.26 , 0.52 , 1.43 , 5.38 , (0.84), (0.20), 0.28 , 0.25 , (9.49), (5.47), (0.05), 0.02 , -   
" 11,974.00 "," 186,022.58 "," 95,451.19 "," 75,322.20 ", 0.66 , 0.02 , 0.27 , 0.57 , 0.19 , 0.77 , 0.66 , 1.65 , 0.86 , 0.33 ," 1,466.30 ", 4.21 ," 1,619.16 ", (0.10), 4.70 , 1.19 , 0.61 , -   , -   , 0.52 , 3.94 , 0.43 , (0.31), 0.62 , 16.17 , 13.98 , 158.61 , 223.84 , 44.51 , 0.00 , -   
" 11,975.00 "," 13,067.32 "," 26,071.53 "," 23,327.11 ", 0.20 , 0.13 , 3.21 , 4.22 , 0.98 , 4.61 , 3.58 , 0.63 , 7.01 , 3.44 ," 28,055.08 ", 2.47 ," 22,761.72 ", 0.66 , 1.13 , 256.30 , 1.93 , 214.87 , -   , -   , -   , -   , 41.60 , 1.67 , 0.72 , 0.93 , 36.83 , 37.61 , 0.89 , -   , -   
" 11,976.00 "," 43,493.45 "," 62,886.34 "," 43,052.30 ", (0.14), 0.10 , 3.21 , 4.22 , 0.98 , 4.61 , 3.58 , (0.42), 2.77 , 3.44 ," 45,548.02 ", 4.28 ," 53,506.47 ", 0.66 , 2.82 , 12.94 , 0.62 , 726.66 , 0.57 , 0.22 , 2.27 , (0.03), 0.77 , 0.16 , (0.13), (0.09), 1.28 , 4.79 , 0.06 , 0.01 , -   
" 11,979.00 "," 43,491.46 "," 18,176.21 "," 24,834.92 ", 0.03 , 0.06 , 2.39 , 2.68 , 0.85 , 2.00 , 2.04 , 0.26 , 2.81 , 2.03 ," 20,458.48 ", (3.69)," 18,364.68 ", 0.30 , 3.72 , 8.17 , 0.85 , -   , -   , -   , -   , -   , 0.03 , 0.89 , 3.44 , 4.16 , 0.61 , 2.98 , 0.27 , 0.00 , -   
" 11,980.00 "," 51,845.48 "," 7,340.95 "," 51,673.38 ", 0.09 , 0.08 , 0.33 , 0.78 , 0.67 , 0.92 , 0.57 , 0.18 , 1.60 , 0.54 ," 5,392.00 ", 2.05 ," 4,650.49 ", 0.03 , 42.29 , 8.17 , 1.07 , 21.77 , 0.26 , 0.04 , 0.03 , -   , 0.84 , 0.43 , 0.85 , 0.89 , 9.20 , 38.01 , 1.01 , 0.00 , -   
" 11,982.00 "," 49,316.99 "," 1,384.23 "," 9,151.41 ", 0.03 , 0.04 , 0.15 , 0.34 , 0.42 , 0.54 , 0.29 , 0.10 , 0.77 , 0.26 ," (8,913.97)", (22.90)," (18,243.22)", (0.26), 67.78 , 7.81 , 0.32 , -   , 0.57 , 0.22 , -   , 2.14 , 1.36 , 0.16 , 0.44 , 0.40 , 4.22 , 8.01 , 1.95 , 0.07 , -   
" 11,983.00 "," 5,037.04 "," 3,650.61 "," 1,612.70 ", (0.12), (0.02), 2.01 , 1.74 , 0.61 , 1.72 , 2.45 , (0.64), 5.69 , 2.42 ," 19,263.68 ", 7.61 ," 3,500.62 ", 0.20 , 10.88 , 5.52 , 0.59 , -   , -   , -   , -   , (4.38), 0.11 , 0.10 , 0.23 , 0.21 , (1.95), (4.48), (0.48), 0.01 , -   
" 11,984.00 "," 80,448.27 "," 27,125.52 "," 147,697.76 ", 0.44 , 0.01 , 0.78 , 0.66 , 0.19 , 0.83 , 0.99 , 0.66 , 1.16 , 0.93 , 42.16 , 6.99 ," (18,243.22)", (0.21), 16.67 , 6.14 , 1.01 , -   , -   , -   , -   , (0.03), 0.21 , 0.91 , 1.95 , 1.90 , 10.69 , 36.28 , 9.03 , 0.00 , -   
" 11,985.00 "," 384,939.62 "," 159,666.25 "," 268,023.82 ", 0.25 , (0.02), 0.70 , 1.25 , 0.60 , 1.40 , 0.78 , 0.79 , 1.88 , 0.76 ," 23,434.30 ", 4.19 ," 12,200.06 ", 0.37 , 41.40 , 9.55 , 1.06 , 38.92 , 0.05 , 0.00 , (0.54), -   , 0.01 , (0.54), 0.18 , 0.18 , 1.58 , 5.26 , 0.90 , 0.02 , -   
" 11,986.00 "," 2,857.70 "," 1,526.75 "," 1,774.11 ", 0.30 , 0.15 , 1.63 , 1.10 , 0.51 , 1.20 , 2.05 , 1.43 , 0.72 , 1.58 ," (8,913.97)", 10.58 ," (9,897.49)", 0.11 , 2.80 , 8.59 , 1.08 , -   , -   , 0.04 , 0.01 , 0.65 , 2.03 , 91.00 , 104.50 , 101.35 , 158.61 , 223.58 , 21.02 , 0.00 , -   
" 11,988.00 "," 384,939.62 "," 62,183.54 "," 300,594.10 ", 0.09 , (0.01), 0.37 , 1.24 , 0.59 , 1.30 , 0.64 , 0.11 , 1.31 , 0.60 ," 31,809.89 ", 20.97 ," 37,144.64 ", 0.20 , 28.60 , 0.55 , 1.05 , -   , 0.01 , 0.07 , -   , 0.33 , 0.75 , 0.43 , 8.07 , 7.62 , 2.47 , 24.61 , 1.36 , 0.00 , -   
" 11,990.00 "," 6,362.64 "," 1,215.71 "," 12,514.10 ", 0.00 , 0.05 , 0.43 , 0.94 , 0.78 , 1.33 , 0.70 , 0.15 , 2.74 , 0.49 , 846.33 , 4.68 ," (1,422.51)", 0.11 , 188.03 , 14.18 , 2.10 , -   , 0.12 , -   , 0.80 , -   , 0.88 , 0.99 , 1.64 , 1.54 , 34.70 , 23.45 , 6.70 , 0.01 , -   
" 11,991.00 "," 16,887.41 "," 5,692.11 "," 38,008.18 ", 6.62 , 0.04 , 2.42 , 1.51 , 0.79 , 1.53 , 2.67 , 1.65 , 1.92 , 3.13 ," 1,203.84 ", (4.01)," (1,820.70)", 0.30 , 1.57 , 128.84 , 1.45 , -   , -   , -   , (0.00), 5.38 , 2.06 , 0.67 , 2.15 , 2.15 , 12.32 , 19.44 , 1.37 , 0.00 , -   
" 11,992.00 "," 255,726.44 "," 115,946.92 "," 147,479.89 ", (0.27), (0.03), 0.84 , 1.08 , 0.19 , 1.31 , 0.94 , (0.64), 0.98 , 0.95 ," 8,111.63 ", (8.55)," 8,063.29 ", 0.13 , 12.16 , 1.00 , 0.41 , 110.87 , 0.46 , 0.16 , 4.06 , 2.15 , 0.19 , (0.18), (0.02), (0.06), (9.49), (20.06), (0.82), 0.04 , -   
" 11,994.00 "," 37,094.58 "," 71,154.93 "," 29,075.11 ", 0.25 , 0.05 , 2.42 , 4.22 , 0.66 , 4.61 , 2.67 , 0.87 , 5.14 , 2.52 ," 61,458.03 ", 3.60 ," 53,506.47 ", 0.61 , 14.25 , 5.09 , 0.70 , 158.04 , 0.54 , 0.06 , 9.27 , 1.26 , 8.23 , 0.35 , 0.57 , 0.54 , 44.46 , 27.64 , 3.70 , 0.04 , -   
" 11,997.00 "," 45,424.12 "," 9,601.69 "," 100,719.95 ", 0.04 , (0.08), 0.95 , 1.32 , 0.89 , 1.65 , 1.24 , 0.07 , 1.70 , 1.20 ," 15,867.38 ", 3.44 ," 10,113.19 ", 0.31 , 6.36 , 38.87 , 2.10 , -   , 0.00 , 0.01 , -   , -   , 0.23 , 0.18 , 0.36 , 0.34 , 1.29 , (1.86), 0.34 , 0.01 , -   
" 11,999.00 "," 13,576.30 "," 2,539.59 "," 7,701.75 ", 0.39 , 0.16 , 0.66 , 0.96 , 0.46 , 1.49 , 1.20 , 1.52 , 1.86 , 0.93 ," 4,059.17 ", 2.64 ," 3,798.05 ", 0.06 , 22.61 , 2.57 , 1.01 , -   , 0.00 , -   , -   , 0.92 , 3.16 , 13.53 , 20.56 , 20.24 , 7.61 , 29.17 , 3.65 , 0.03 , -   
" 12,001.00 "," 8,465.61 "," 7,395.06 "," 8,696.82 ", 0.08 , 0.08 , 3.21 , 4.22 , 0.67 , 2.31 , 2.05 , 0.50 , 4.27 , 2.86 ," 4,049.80 ", 1.23 ," 5,249.86 ", 0.36 , 18.43 , 4.20 , 1.19 , -   , 0.32 , 0.02 , 9.27 , 0.36 , 0.55 , 0.31 , 0.72 , 0.75 , (0.38), 1.46 , 0.33 , 0.01 , -   
" 12,002.00 "," 76,430.35 "," 13,589.28 "," 28,791.13 ", (0.07), 0.08 , 0.35 , 1.22 , 0.74 , 1.09 , 0.32 , (0.12), 1.52 , 0.37 ," 6,455.76 ", 4.76 , 881.44 , 0.12 , 20.38 , 17.40 , 0.51 , 112.97 , 0.30 , 0.24 , 2.58 , 0.07 , 0.70 , 5.72 , 6.24 , 7.59 , 0.19 , 3.95 , 1.24 , 0.03 , -   
" 12,003.00 "," 173,658.44 "," 27,736.22 "," 55,110.18 ", (0.17), (0.08), 0.13 , 0.34 , 0.36 , 0.48 , 0.25 , (0.52), 0.70 , 0.19 ," (7,467.33)", (6.69)," (16,605.86)", (0.31), 55.66 , 2.45 , 0.29 , -   , 0.38 , -   , 0.69 , -   , (0.84), (0.54), (0.25), (0.25), (9.49), (6.02), (1.70), 0.03 , -   
" 12,004.00 "," 54,328.73 "," 43,841.01 "," 21,078.61 ", (0.27), (0.08), 1.11 , 1.57 , 0.79 , 1.90 , 1.32 , (0.50), 1.96 , 1.27 ," 9,360.37 ", (6.13)," 12,186.34 ", 0.34 , 2.80 , 20.50 , 0.24 , -   , 0.40 , -   , -   , -   , (0.84), 0.23 , 0.45 , 0.42 , (1.80), (3.00), 0.10 , 0.01 , -   
" 12,006.00 "," 13,348.76 "," 2,908.35 "," 8,545.48 ", 0.09 , 0.03 , 1.03 , 1.31 , 0.95 , 1.33 , 1.13 , 0.24 , 1.62 , 0.97 ," 5,169.06 ", 1.72 ," 2,401.13 ", 0.34 , 5.78 , 12.43 , 0.54 , -   , 0.07 , 0.45 , -   , 0.01 , 0.71 , 0.80 , 0.69 , 0.65 , (0.32), (0.74), 0.09 , 0.01 , -   
" 12,008.00 "," 1,573.29 ", 32.43 ," 2,483.72 ", 0.06 , 0.02 , 0.84 , 0.97 , 0.51 , 0.94 , 0.94 , 0.05 , 4.36 , 0.84 ," (2,969.82)", 6.89 ," (18,243.22)", (0.02), 154.63 , 51.20 , 2.49 , 20.81 , 0.37 , -   , -   , -   , 0.59 , 0.17 , 0.25 , 0.27 , (1.08), (14.55), 0.23 , 0.01 , -   
" 12,009.00 "," 10,985.40 "," 3,670.77 "," 12,928.62 ", 0.32 , 0.05 , 1.24 , 1.82 , 0.88 , 2.18 , 1.60 , 0.93 , 3.29 , 1.35 ," 1,197.53 ", (3.35), 855.82 , 0.41 , 5.86 , 17.72 , 1.19 , -   , -   , -   , -   , (0.04), (0.09), 24.30 , 104.50 , 93.24 , 143.19 , 100.53 , 38.75 , 0.00 , -   
" 12,011.00 "," 5,491.64 "," 1,170.16 "," 7,336.96 ", 0.29 , 0.07 , 1.14 , 1.07 , 0.81 , 0.98 , 1.10 , 0.84 , 1.64 , 1.18 , 8.50 , 7.10 ," (11,929.70)", 0.02 , 1.59 , 256.30 , 1.40 , -   , -   , -   , -   , (0.31), 0.36 , 2.45 , 0.99 , 1.00 , 110.95 , 51.19 , 2.22 , -   , -   
" 12,012.00 "," 20,747.00 ", 32.43 ," 57,609.37 ", (0.07), 0.01 , 0.17 , 0.63 , 0.77 , 0.58 , 0.26 , (0.05), 1.39 , 0.19 , 969.64 , (5.09)," (2,250.54)", (0.31), 99.77 , 6.12 , 1.22 , -   , 0.13 , -   , 0.57 , 2.72 , 0.49 , 0.31 , 0.38 , 0.35 , 5.97 , 14.41 , 1.91 , 0.00 , -   
" 12,013.00 "," 80,490.71 "," 31,564.65 "," 73,921.88 ", 0.14 , 0.18 , 0.79 , 1.08 , 0.88 , 1.38 , 1.14 , 0.39 , 2.62 , 1.01 ," 16,164.63 ", 4.57 ," 13,976.55 ", 0.21 , 4.77 , 21.75 , 1.36 , -   , -   , -   , 0.13 , 0.62 , 26.68 , 77.66 , 104.50 , 101.35 , 36.82 , 67.49 , 1.88 , -   , -   
" 12,016.00 "," 19,790.07 "," 7,644.27 "," 18,006.14 ", 0.09 , 0.11 , 3.21 , 4.22 , 0.94 , 4.61 , 3.58 , 0.30 , 3.83 , 3.44 ," 13,076.55 ", 3.82 ," 22,052.10 ", 0.63 , 0.93 , 144.15 , 0.83 , -   , -   , -   , (0.54), (1.97), 2.09 , 82.38 , 104.50 , 101.35 , 103.53 , 52.85 , 1.28 , -   , -   
" 12,017.00 "," 165,460.97 "," 24,543.25 "," 260,402.37 ", (0.00), 0.06 , 0.38 , 0.69 , 0.53 , 0.85 , 0.55 , 0.03 , 1.16 , 0.45 ," 4,159.25 ", (3.24)," (1,339.48)", (0.08), 188.03 , 2.47 , 1.31 , 21.06 , 0.41 , 0.03 , 0.01 , 0.09 , 0.95 , 0.16 , 0.24 , 0.24 , (0.06), (0.66), 0.03 , 0.02 , -   
" 12,019.00 "," 24,746.15 "," 6,459.24 "," 45,369.50 ", (0.03), 0.01 , 0.89 , 0.94 , 0.83 , 1.27 , 1.19 , (0.15), 2.81 , 1.05 ," 13,924.03 ", 3.09 ," 7,799.59 ", 0.19 , 5.00 , 2.68 , 1.20 , -   , 0.32 , 0.44 , 6.48 , 0.81 , 0.11 , (0.54), (0.11), (0.15), 0.81 , 4.95 , 1.10 , 0.03 , -   
" 12,021.00 "," 14,305.06 "," 2,520.30 "," 59,437.89 ", 0.10 , 0.06 , 0.98 , 1.06 , 0.98 , 1.50 , 1.30 , 0.03 , 2.17 , 1.16 ," 14,490.35 ", 6.61 ," 11,637.15 ", 0.40 , 15.74 , 256.30 , 2.95 , 4.35 , 0.19 , 0.01 , -   , 0.24 , 7.00 , 0.32 , 0.45 , 0.40 , 36.17 , 47.45 , 3.00 , 0.00 , -   
" 12,022.00 "," 81,942.44 "," 62,363.29 "," 53,545.87 ", 0.26 , 0.06 , 2.34 , 4.22 , 0.86 , 4.11 , 2.26 , 0.51 , 7.01 , 2.23 ," 61,458.03 ", 3.69 ," 53,506.47 ", 0.62 , 6.68 , 62.54 , 1.12 , 12.69 , -   , -   , -   , (0.03), 1.34 , 0.88 , 0.64 , 0.62 , 5.32 , 19.88 , 0.40 , 0.00 , -   
" 12,023.00 "," 149,375.12 "," 67,257.67 "," 161,561.93 ", 0.45 , 0.03 , 0.49 , 0.34 , 0.19 , 0.48 , 0.25 , 1.14 , 0.70 , 0.36 ," 4,167.45 ", 5.50 , (318.50), (0.31), 23.74 , 10.90 , 1.29 , -   , -   , -   , 2.27 , 1.50 , 0.82 , 1.34 , 2.04 , 2.24 , 3.01 , 26.70 , 1.60 , -   , -   
" 12,024.00 "," 32,584.34 "," 3,752.41 "," 15,048.61 ", 0.06 , 0.07 , 0.13 , 0.63 , 0.49 , 0.67 , 0.25 , 0.15 , 1.14 , 0.19 ," (3,436.37)", (9.19)," (14,592.69)", (0.12), 47.32 , 3.83 , 0.83 , -   , 0.33 , 0.18 , 0.65 , 0.02 , 0.63 , 7.38 , 5.23 , 5.22 , 1.89 , 6.15 , 1.20 , 0.07 , -   
" 12,026.00 "," 35,625.48 "," 7,425.47 "," 43,414.10 ", (0.12), 0.02 , 0.13 , 0.34 , 0.19 , 0.48 , 0.25 , (0.42), 0.67 , 0.27 ," (4,969.57)", 7.07 ," (3,278.89)", (0.31), 63.17 , 1.92 , 1.06 , 162.01 , 0.34 , -   , -   , -   , 0.31 , 0.09 , 0.18 , 0.18 , (2.79), (10.01), (1.70), 0.01 , -   
" 12,027.00 "," 36,356.43 "," 7,447.18 "," 16,276.55 ", 0.15 , (0.08), 1.38 , 1.15 , 0.45 , 1.24 , 1.30 , 0.25 , 0.83 , 1.65 ," 6,455.61 ", 10.24 ," 8,170.39 ", 0.03 , 8.36 , 5.42 , 0.59 , -   , 0.06 , -   , 0.00 , -   , 0.33 , 0.00 , 0.11 , 0.11 , 5.85 , 35.78 , 29.83 , 0.03 , -   
" 12,028.00 "," 6,501.16 "," 4,356.72 "," 5,110.36 ", 0.00 , (0.08), 0.54 , 0.76 , 0.48 , 0.94 , 0.67 , 0.20 , 1.06 , 0.57 ," (8,913.97)", 2.14 ," (6,472.41)", (0.10), 14.10 , 42.22 , 0.95 , 10.81 , 0.17 , -   , -   , -   , (0.41), (0.54), (0.25), (0.25), (0.81), (3.54), 0.13 , 0.01 , -   
" 12,030.00 "," 70,137.04 "," 17,221.22 "," 52,209.61 ", 0.35 , 0.01 , 1.30 , 1.10 , 0.89 , 1.33 , 1.81 , 0.86 , 2.38 , 1.71 ," 42,449.50 ", 1.91 ," 21,341.95 ", 0.23 , 7.73 , 3.63 , 0.83 , 63.24 , 0.54 , 0.03 , 2.66 , 0.53 , 2.75 , 0.17 , 0.32 , 0.33 , 0.43 , 0.35 , 0.54 , 0.07 , -   
" 12,032.00 "," 10,547.11 "," 2,896.57 "," 5,465.78 ", (0.14), (0.08), 1.83 , 1.46 , 0.64 , 1.52 , 1.66 , (0.28), 2.75 , 1.79 ," 3,811.60 ", (2.13)," 1,936.84 ", 0.15 , 1.03 , 1.67 , 0.64 , 5.28 , -   , -   , (0.54), (4.38), (0.07), 0.13 , 0.35 , 0.35 , 2.13 , (1.08), 0.15 , 0.01 , -   
" 12,033.00 "," 29,835.82 "," 20,869.90 "," 21,817.62 ", 0.05 , 0.27 , 1.28 , 1.23 , 0.44 , 1.39 , 1.45 , 0.11 , 2.59 , 1.54 ," 15,359.78 ", 4.45 ," 10,936.25 ", 0.20 , 1.47 , 0.55 , 0.72 , -   , -   , -   , 2.15 , -   , 1.93 , 59.07 , 66.83 , 81.44 , 28.30 , 188.33 , 5.57 , 0.00 , -   
" 12,034.00 "," 43,139.14 "," 76,981.66 "," 32,713.64 ", 0.56 , 0.03 , 1.18 , 1.69 , 0.82 , 1.58 , 1.08 , 1.65 , 1.03 , 1.35 ," 7,033.63 ", 3.01 ," 13,113.50 ", 0.35 , 3.71 , 1.75 , 0.51 , 84.58 , 0.02 , -   , -   , 0.53 , 1.37 , 0.26 , 0.28 , 0.29 , 158.61 , 223.84 , 44.51 , 0.00 , -   
" 12,035.00 "," 27,370.94 "," 5,190.47 "," 13,311.24 ", 1.02 , 0.02 , 0.54 , 0.56 , 0.39 , 0.54 , 0.61 , 1.65 , 0.68 , 0.52 ," (5,176.27)", (1.08)," (7,038.75)", (0.31), 8.27 , 3.49 , 0.44 , -   , 0.26 , 0.52 , 0.90 , 0.05 , (0.05), 0.16 , 0.45 , 0.44 , 0.40 , 15.22 , 0.46 , 0.02 , -   
" 12,036.00 "," 58,808.30 "," 43,390.36 "," 41,710.05 ", 0.01 , 0.06 , 0.28 , 0.55 , 0.19 , 0.73 , 0.57 , 0.12 , 1.99 , 0.48 , 118.74 , 2.24 ," (4,492.83)", (0.10), 15.68 , 0.55 , 0.57 , -   , 0.06 , 0.44 , 7.95 , -   , 0.16 , 2.19 , 3.24 , 3.11 , 2.69 , 47.86 , 3.03 , 0.01 , -   
" 12,037.00 "," 6,746.99 "," 7,218.00 "," 18,076.96 ", 0.06 , 0.21 , 2.39 , 2.32 , 0.80 , 3.90 , 2.53 , 0.32 , 7.01 , 2.52 ," 1,597.00 ", 1.27 , 454.62 , 0.54 , 15.76 , 19.08 , 1.93 , 60.35 , 0.11 , -   , -   , 0.09 , 14.03 , 47.89 , 11.56 , 14.88 , 2.43 , 3.27 , 1.82 , 0.02 , -   
" 12,038.00 "," 10,239.64 "," 7,776.17 "," 17,360.67 ", (0.14), 0.10 , 1.16 , 1.34 , 0.53 , 1.90 , 1.49 , (0.52), 2.55 , 1.16 , 969.21 , 1.90 ," 2,183.31 ", 0.27 , 3.81 , 20.36 , 0.98 , 32.29 , 0.05 , -   , -   , (4.38), 0.56 , 48.76 , 12.56 , 10.86 , 2.63 , 8.89 , 1.60 , 0.00 , -   
" 12,039.00 "," 38,408.50 "," 24,238.63 "," 65,419.43 ", (0.22), 0.09 , 1.23 , 0.98 , 0.19 , 1.26 , 1.32 , (0.46), 1.25 , 1.61 , (501.49), 2.51 ," (1,390.70)", (0.02), 55.28 , 0.93 , 1.39 , -   , 0.42 , 0.06 , 9.27 , -   , 3.87 , 0.46 , 0.54 , 0.53 , (0.09), 0.67 , (0.17), 0.01 , -   
